Power_Plant _Name,Company,Street Name,Postcode,City,Country,Capacity,Energy_source,Technology,CHP,Commissioned Year,Type,Latitude,Longitude,Energy_source_level_1,Energy_source_level_2,source
Canalroya,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Canfranc,Spain,6.92,Hydro,Run-of-river,No,1967,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Carcavilla,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Peñas de Riglos (Las),Spain,4.9,Hydro,Run-of-river,No,1981,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Casablanca,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Zaragoza,Spain,0.59,Hydro,Run-of-river,No,1984,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Castelfabib,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Castielfabib,Spain,1.3,Hydro,Run-of-river,No,1986,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Castiello,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Castiello de Jaca,Spain,1.1,Hydro,Run-of-river,No,1984,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
El Berbel 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Cabanillas,Spain,6.44,Hydro,Run-of-river,No,1988,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
El Berbel 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Cabanillas,Spain,6.44,Hydro,Run-of-river,No,1988,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
El Berbel 3,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Cabanillas,Spain,6.44,Hydro,Run-of-river,No,1988,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Embid De La Ribera 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Calatayud,Spain,1.6,Hydro,Run-of-river,No,1934,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Embid De La Ribera 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Calatayud,Spain,1.23,Hydro,Run-of-river,No,1934,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Hidroelectrica De Huesca,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Caldearenas,Spain,0.9,Hydro,Run-of-river,No,1982,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Huermeda,Endesa Generación S.A.,Street data not available,41004,Calatayud,Spain,0.32,Hydro,Run-of-river,No,1985,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Ip 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Canfranc,Spain,30.6,Hydro,Pumped storage with natural inflow,No,1969,Standard Utility,42.722707,-0.462906,Renewable energy,Hydro,sede.minetur.gob.es
Ip 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Canfranc,Spain,30.35,Hydro,Pumped storage with natural inflow,No,1969,Standard Utility,42.722707,-0.462906,Renewable energy,Hydro,sede.minetur.gob.es
Ip 3,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Canfranc,Spain,29.3,Hydro,Pumped storage with natural inflow,No,1969,Standard Utility,42.722707,-0.462906,Renewable energy,Hydro,sede.minetur.gob.es
Jabarrella 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Sabiñánigo,Spain,5,Hydro,Run-of-river,No,1961,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Jabarrella 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Sabiñánigo,Spain,5,Hydro,Run-of-river,No,1961,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Jabarrella 3,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Sabiñánigo,Spain,5,Hydro,Run-of-river,No,1961,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Jaca 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Jaca,Spain,7.75,Hydro,Run-of-river,No,1967,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Jaca 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Jaca,Spain,8.29,Hydro,Run-of-river,No,1968,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Javierrelatre 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Caldearenas,Spain,5.3,Hydro,Run-of-river,No,1966,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Javierrelatre 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Caldearenas,Spain,5.3,Hydro,Run-of-river,No,1966,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
La Morca,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Añón de Moncayo,Spain,0.72,Hydro,Run-of-river,No,1985,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Lafortunada Cinqueta 1,Endesa Generación S.A.,Street data not available,41004,Tella-Sin,Spain,20.7,Hydro,Reservoir,No,1932,Standard Utility,42.542878,0.198028,Renewable energy,Hydro,sede.minetur.gob.es
Lafortunada Cinqueta 2,Endesa Generación S.A.,Street data not available,41004,Tella-Sin,Spain,20.7,Hydro,Reservoir,No,1932,Standard Utility,42.542878,0.198028,Renewable energy,Hydro,sede.minetur.gob.es
Lafortunada Cinca 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Tella-Sin,Spain,14,Hydro,Reservoir,No,1923,Standard Utility,42.543496,0.18304,Renewable energy,Hydro,sede.minetur.gob.es
Lafortunada Cinca 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Tella-Sin,Spain,14,Hydro,Reservoir,No,1923,Standard Utility,42.543496,0.18304,Renewable energy,Hydro,sede.minetur.gob.es
Lafortunada Cinca 3,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Tella-Sin,Spain,14,Hydro,Reservoir,No,1923,Standard Utility,42.543496,0.18304,Renewable energy,Hydro,sede.minetur.gob.es
Laspuña 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Laspuña,Spain,7.23,Hydro,Reservoir,No,1965,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Laspuña 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Laspuña,Spain,7.29,Hydro,Reservoir,No,1965,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Marracos 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Marracos,Spain,3.47,Hydro,Run-of-river,No,1949,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Marracos 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Marracos,Spain,3.41,Hydro,Run-of-river,No,1978,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
La Morana 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Añón de Moncayo,Spain,0.48,Hydro,Run-of-river,No,1947,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
La Morana 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Añón de Moncayo,Spain,0.48,Hydro,Run-of-river,No,1947,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Mores,Endesa Generación S.A.,Street data not available,41004,Morés,Spain,0.32,Hydro,Run-of-river,No,1985,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Purroy,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Morés,Spain,0.51,Hydro,Run-of-river,No,1985,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Los Rabanos 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Rábanos (Los),Spain,2,Hydro,Run-of-river,No,1963,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Los Rabanos 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Rábanos (Los),Spain,2,Hydro,Run-of-river,No,1963,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Rivera 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Albalate del Arzobispo,Spain,1.18,Hydro,Run-of-river,No,1989,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Sabiñánigo 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Sabiñánigo,Spain,3.4,Hydro,Run-of-river,No,1964,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Sabiñánigo2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Sabiñánigo,Spain,3.4,Hydro,Run-of-river,No,1964,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Salinas,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Tella-Sin,Spain,2.4,Hydro,Run-of-river,No,1948,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
San Mateo,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,San Mateo de Gállego,Spain,0.51,Hydro,Run-of-river,No,1959,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Urdiceto 1,Confederacion Hidrografica Del Ebro,Street data not available,50008,Bielsa,Spain,3.6,Hydro,Reservoir,No,1930,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Urdiceto 2,Confederacion Hidrografica Del Ebro,Street data not available,50008,Bielsa,Spain,3.6,Hydro,Reservoir,No,1930,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Villanua,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Villanúa,Spain,11,Hydro,Run-of-river,No,1978,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Argone 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Foradada del Toscar,Spain,7.67,Hydro,Run-of-river,No,1948,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Argone 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Foradada del Toscar,Spain,7.26,Hydro,Run-of-river,No,1958,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Espot 1,Endesa Generación S.A.,Street data not available,41004,Espot,Spain,4.88,Hydro,Run-of-river,No,1953,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Espot 2,Endesa Generación S.A.,Street data not available,41004,Espot,Spain,4.88,Hydro,Run-of-river,No,1953,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Esterri 1,Endesa Generación S.A.,Street data not available,41004,Esterri d'Àneu,Spain,9.41,Hydro,Reservoir,No,1958,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Esterri 2,Endesa Generación S.A.,Street data not available,41004,Esterri d'Àneu,Spain,9.07,Hydro,Reservoir,No,1958,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Esterri 3,Endesa Generación S.A.,Street data not available,41004,Esterri d'Àneu,Spain,9.33,Hydro,Reservoir,No,1984,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Lladres,Endesa Generación S.A.,Street data not available,41004,Espot,Spain,0.9,Hydro,Run-of-river,No,1967,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Pasteral 1,Endesa Generación S.A.,Street data not available,41004,Amer,Spain,6.4,Hydro,Reservoir,No,1962,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Pasteral Ii 1,Endesa Generación S.A.,Street data not available,41004,Cellera de Ter (La),Spain,0.88,Hydro,Run-of-river,No,1961,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Pasteral Ii 2,Endesa Generación S.A.,Street data not available,41004,Cellera de Ter (La),Spain,0.7,Hydro,Run-of-river,No,1962,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
San Maurici 1,Endesa Generación S.A.,Street data not available,41004,Espot,Spain,5.03,Hydro,Reservoir,No,1954,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
San Maurici 2,Endesa Generación S.A.,Street data not available,41004,Espot,Spain,4.84,Hydro,Reservoir,No,1954,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
San Maurici 3,Endesa Generación S.A.,Street data not available,41004,Espot,Spain,5.2,Hydro,Reservoir,No,1954,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Sau 1,Endesa Generación S.A.,Street data not available,41004,Vilanova de Sau,Spain,28,Hydro,Reservoir,No,1963,Standard Utility,41.968011,2.413018,Renewable energy,Hydro,sede.minetur.gob.es
Sau 2,Endesa Generación S.A.,Street data not available,41004,Vilanova de Sau,Spain,28,Hydro,Reservoir,No,1964,Standard Utility,41.968011,2.413018,Renewable energy,Hydro,sede.minetur.gob.es
Seira Ii 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Seira,Spain,8.89,Hydro,Run-of-river,No,1996,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Seira Ii 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Seira,Spain,8.8,Hydro,Run-of-river,No,1996,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Seira Ii 3,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Seira,Spain,19.3,Hydro,Run-of-river,No,1996,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Susqueda 1,Endesa Generación S.A.,Street data not available,41004,Susqueda,Spain,39.23,Hydro,Reservoir,No,1967,Standard Utility,41.980234,2.525604,Renewable energy,Hydro,sede.minetur.gob.es
Susqueda 2,Endesa Generación S.A.,Street data not available,41004,Susqueda,Spain,36.9,Hydro,Reservoir,No,1967,Standard Utility,41.980234,2.525604,Renewable energy,Hydro,sede.minetur.gob.es
Susqueda 3,Endesa Generación S.A.,Street data not available,41004,Susqueda,Spain,13.44,Hydro,Reservoir,No,1981,Standard Utility,41.980234,2.525604,Renewable energy,Hydro,sede.minetur.gob.es
Torrasa,Endesa Generación S.A.,Street data not available,41004,Espot,Spain,4.23,Hydro,Reservoir,No,1955,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Unarre,Endesa Generación S.A.,Street data not available,41004,Esterri d'Àneu,Spain,8,Hydro,Run-of-river,No,1955,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Ricobayo Ii 1,"Iberdrola Generación, S.A.",Street data not available,48009,Muelas del Pan,Spain,158,Hydro,Reservoir,No,1999,Standard Utility,41.526915,-5.986633,Renewable energy,Hydro,sede.minetur.gob.es
Berrocalillo 2,Hidrojerte S.L.U.,Street data not available,10001,Plasencia,Spain,0.34,Hydro,Reservoir,No,1928,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Linares Arroyo Grupo 2,"Naturgy Generación, S.L.U.",Street data not available,28033,Maderuelo,Spain,0.88,Hydro,Reservoir,No,1961,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Güimil Grupo 2,"Naturgy Generación, S.L.U.",Street data not available,28033,Vilarmaior,Spain,1.473,Hydro,Reservoir,No,1984,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
San Roque Grupo 1,"Naturgy Generación, S.L.U.",Street data not available,28033,San Roque,Spain,373.09,Hard coal,Combined cycle,No,2002,Standard Utility,36.195639,-5.413628,Fossil fuels,Hard coal,sede.minetur.gob.es
San Roque Grupo 2,Endesa Generación S.A.,Street data not available,41004,San Roque,Spain,366.77,Hard coal,Combined cycle,No,2002,Standard Utility,36.195639,-5.413628,Fossil fuels,Hard coal,sede.minetur.gob.es
Castellón,Iberdrola Generación Térmica S.L.,Street data not available,48009,Castellón de la Plana/Castelló de la Plana,Spain,793.19,Hard coal,Combined cycle,No,2002,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Besós, Grupo 3",Endesa Generación S.A.,Street data not available,41004,Sant Adrià de Besòs,Spain,419.32,Hard coal,Combined cycle,No,2002,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ctcc Castejón, Grupo 1","Edp España, S.A.U.",Street data not available,33007,Castejón,Spain,429.24,Hard coal,Combined cycle,No,2002,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Besós, Grupo 4","Naturgy Generación, S.L.U.",Street data not available,28033,Sant Adrià de Besòs,Spain,406.58,Hard coal,Combined cycle,No,2002,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Zierbena,"Bahía De Bizkaia Electricidad, S.L.",Street data not available,48001,Zierbena,Spain,754.87,Hard coal,Combined cycle,No,2003,Standard Utility,43.359035,-3.09211,Fossil fuels,Hard coal,sede.minetur.gob.es
Sniace,"Sniace, S.A.",Street data not available,28036,Torrelavega,Spain,93,Hard coal,chp,yes,,Unknown,43.360549,-4.059074,Fossil fuels,Hard coal,sede.minetur.gob.es
El Morell-Perafort,"Repsol Química, S.A",Street data not available,28046,Morell (El),Spain,91.347,Hard coal,chp,yes,1999,Unknown,41.190917,1.221364,Fossil fuels,Hard coal,sede.minetur.gob.es
"Marina De Cudeyo (Cogeneración 75,5)","Repsol Química, S.A",Street data not available,28046,Marina de Cudeyo,Spain,75.7,Hard coal,chp,yes,2001,Unknown,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Repsol Puertollano,"Repsol Petróleo, S.A.",Street data not available,28046,Puertollano,Spain,84,Hard coal,chp,yes,1994,Unknown,38.673985,-4.053176,Fossil fuels,Hard coal,sede.minetur.gob.es
Repsol Petróleo Tarragona,"Repsol Petróleo, S.A.",Street data not available,28046,Pobla de Mafumet (La),Spain,83.57,Hard coal,chp,yes,2000,Unknown,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Complejo Industrial De La Coruña,"Repsol Petróleo, S.A.",Street data not available,28046,Arteixo,Spain,93.78,Hard coal,chp,yes,2001,Unknown,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Castejón, Grupo A",Iberdrola Generación Térmica S.L.,Street data not available,48009,Castejón,Spain,380.772,Hard coal,Combined cycle,No,2003,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Tarragona,"Tarragona Power, S.L.",Street data not available,43006,Tarragona,Spain,423.7,Hard coal,Combined cycle,No,2004,Standard Utility,41.110242,1.180547,Fossil fuels,Hard coal,sede.minetur.gob.es
"Cogeneración, Planta A","Zabalgarbi, S.A.",Street data not available,48008,Bilbao,Spain,98.557,Hard coal,Other ,No,2004,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Campo De Gibraltar Grupo 10,"Naturgy Generación, S.L.U.",Street data not available,28033,San Roque,Spain,384.61,Hard coal,Combined cycle,No,2004,Standard Utility,36.183459,-5.392914,Fossil fuels,Hard coal,sede.minetur.gob.es
Campo De Gibraltar Grupo 20,"Cepsa Gas Y Electricidad, S.A.U.",Street data not available,28046,San Roque,Spain,378.79,Hard coal,Combined cycle,No,2004,Standard Utility,36.183459,-5.392914,Fossil fuels,Hard coal,sede.minetur.gob.es
Ge Plastics España,"Energyworks Cartagena, S.L.",Street data not available,30390,Cartagena,Spain,91.6,Hard coal,chp,yes,2004,Unknown,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Santurce, Grupo 4",Iberdrola Generación Térmica S.L.,Street data not available,48009,Santurtzi,Spain,402.64,Hard coal,Combined cycle,No,2005,Standard Utility,43.339096,-3.052938,Fossil fuels,Hard coal,sede.minetur.gob.es
Palos De La Frontera Grupo 1,"Naturgy Generación, S.L.U.",Street data not available,28033,Palos de la Frontera,Spain,394.08,Hard coal,Combined cycle,No,2004,Standard Utility,37.183318,-6.886318,Fossil fuels,Hard coal,sede.minetur.gob.es
Arcos De La Frontera Grupo 2,Iberdrola Generación Térmica S.L.,Street data not available,48009,Arcos de la Frontera,Spain,379.36,Hard coal,Combined cycle,No,2005,Standard Utility,36.673002,-5.816132,Fossil fuels,Hard coal,sede.minetur.gob.es
Arrúbal Grupo 1,"Contour Global La Rioja, S.L.",Street data not available,28006,Arrúbal,Spain,402.15,Hard coal,Combined cycle,No,2005,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Arrúbal Grupo 2,"Contour Global La Rioja, S.L.",Street data not available,28006,Arrúbal,Spain,396.99,Hard coal,Combined cycle,No,2005,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 8, Vapor 4","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,60,Hard coal,Other ,No,1982,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 9, Vapor 5","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,60,Hard coal,Other ,No,1984,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Barranco De Tirajana 3, Vapor 1","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,San Bartolomé de Tirajana,Spain,80,Hard coal,Other ,No,1996,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Barranco De Tirajana 4, Vapor 2","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,San Bartolomé de Tirajana,Spain,80,Hard coal,Other ,No,1996,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Barranco De Tirajana 5, Gas 3 (Cc 1)","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,San Bartolomé de Tirajana,Spain,75,Hard coal,Combined cycle,No,2003,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Barranco De Tirajana 6, Gas 4 (Cc 1)","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,San Bartolomé de Tirajana,Spain,75,Hard coal,Combined cycle,No,2003,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Granadilla 5, Vapor 1","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Granadilla de Abona,Spain,80,Hard coal,Other ,No,1995,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Granadilla 4, Vapor 2","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Granadilla de Abona,Spain,80,Hard coal,Other ,No,1995,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Granadilla 7, Gas 3 (Cc1)","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Granadilla de Abona,Spain,75,Hard coal,Combined cycle,No,2003,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Granadilla 8, Gas 4 (Cc1)","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Granadilla de Abona,Spain,75,Hard coal,Combined cycle,No,2004,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Cogeneración, Planta B","Zabalgarbi, S.A.",Street data not available,48008,Bilbao,Spain,90,Hard coal,Other ,No,,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Arcos De La Frontera Grupo 1,Iberdrola Generación Térmica S.L.,Street data not available,48009,Arcos de la Frontera,Spain,395.6,Hard coal,Combined cycle,No,2005,Standard Utility,36.673002,-5.816132,Fossil fuels,Hard coal,sede.minetur.gob.es
Palos De La Frontera Grupo 2,"Naturgy Generación, S.L.U.",Street data not available,28033,Palos de la Frontera,Spain,395.63,Hard coal,Combined cycle,No,2005,Standard Utility,37.183318,-6.886318,Fossil fuels,Hard coal,sede.minetur.gob.es
Amorebieta,"Bizkaia Energía, S.L.U.",Street data not available,48340,Amorebieta-Etxano,Spain,795.43,Hard coal,Combined cycle,No,2005,Standard Utility,43.234597,-2.749908,Fossil fuels,Hard coal,sede.minetur.gob.es
Palos De La Frontera Grupo 3,"Naturgy Generación, S.L.U.",Street data not available,28033,Palos de la Frontera,Spain,397.83,Hard coal,Combined cycle,No,2005,Standard Utility,37.183318,-6.886318,Fossil fuels,Hard coal,sede.minetur.gob.es
"Aceca, Grupo 3",Iberdrola Generación Térmica S.L.,Street data not available,48009,Villaseca de la Sagra,Spain,391.53,Hard coal,Combined cycle,No,2005,Standard Utility,39.943972,-3.854838,Fossil fuels,Hard coal,sede.minetur.gob.es
"Granadilla 12, Vapor 4 (Cc2)","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Granadilla de Abona,Spain,78.4,Hard coal,Combined cycle,No,2011,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Alcudia 1, Grupo Nº 1","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Alcúdia,Spain,125,Hard coal,Steam turbine,No,1981,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Alcudia 2, Grupo Nº 2","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Alcúdia,Spain,125,Hard coal,Steam turbine,No,1982,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Alcudia 5, Grupo Nº 3","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Alcúdia,Spain,130,Hard coal,Steam turbine,No,1997,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Alcudia 6, Grupo Nº 4","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Alcúdia,Spain,130,Hard coal,Steam turbine,No,1997,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Son Reus 5, Turbina De Gas Nº 5","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,52.8,Hard coal,Combined cycle,No,2001,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Son Reus 6, Turbina De Gas Nº 6","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,52.8,Hard coal,Combined cycle,No,2001,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Son Reus 7, Turbina De Gas Nº 7","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,52.8,Hard coal,Combined cycle,No,2001,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Son Reus Turbina De Gas Nº 8 (Cc2),"Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,75.5,Hard coal,Combined cycle,No,2003,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Son Reus 9, Turbina De Gas Nº 9 (Cc2)","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,75.5,Hard coal,Combined cycle,No,2003,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Son Reus Vapor 10,"Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,74.4,Hard coal,Combined cycle,No,2002,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Mahón 14, Turbina De Gas Nº 3","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Maó,Spain,45,Hard coal,Gas turbine,No,2004,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Son Reus Turbina De Vapor Nº 2 (Cc2),"Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,75,Hard coal,Combined cycle,No,2005,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Escombreras Grupo 1,"Engie Cartagena, S.L.",Street data not available,28043,Cartagena,Spain,408.56,Hard coal,Combined cycle,No,2006,Standard Utility,37.573129,-0.938909,Fossil fuels,Hard coal,sede.minetur.gob.es
Escombreras Grupo 2,"Engie Cartagena, S.L.",Street data not available,28043,Cartagena,Spain,408.35,Hard coal,Combined cycle,No,2006,Standard Utility,37.573129,-0.938909,Fossil fuels,Hard coal,sede.minetur.gob.es
