Power_Plant _Name,Company,Street Name,Postcode,City,Country,Capacity,Energy_source,Technology,CHP,Commissioned Year,Type,Latitude,Longitude,Energy_source_level_1,Energy_source_level_2,source
Vaaja,Suur-Savon Sähkö Oy,Otto Mannisen katu 6,50101,Mikkeli,Finland,3.6,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Vaasa,Vaasan Sähkö Oy,Kirkkopuistikko 0,65100,Vaasa,Finland,0,Oil,Other ,No,,Standard Utility,,,Fossil fuels,Oil,energiavirasto.fi
Vajukoski,Kemijoki Oy,PL 8131,96101,ROVANIEMI,Finland,21,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Valajaskoski,Kemijoki Oy,PL 8131,96101,ROVANIEMI,Finland,101,Hydro,Other ,No,,Standard Utility,66.424685,25.540117,Renewable energy,Hydro,energiavirasto.fi
Vanaja Kt 1,Fingrid Oyj,PL 530 ( Arkadiakatu 23 B),100,Helsinki,Finland,50,Oil,Other ,No,,Standard Utility,60.97516,24.505535,Fossil fuels,Oil,energiavirasto.fi
Vantaan Jätevoimala,Vantaan Energia Oy,Peltolantie 27,1610,Vantaa ,Finland,81.4,Mixed fossil fuels,Other ,Yes,,CHP/IPP,60.283333,24.836389,Fossil fuels,Mixed fossil fuels,energiavirasto.fi
Vanttauskoski,Kemijoki Oy,PL 8131,96101,ROVANIEMI,Finland,95,Hydro,Other ,No,,Standard Utility,66.369685,26.686348,Renewable energy,Hydro,energiavirasto.fi
Varissaari,Keuruun Lämpövoima Oy,PL 50,42701,Keuruu,Finland,4.5,Biomass and biogas,Other ,Yes,,CHP/IPP,,,Renewable energy,Bioenergy,energiavirasto.fi
Varkaus Lä,Stora Enso Oyj,Satakunnankatu 10,78201,Varkaus,Finland,51.8,Biomass and biogas,Other ,Yes,,CHP/IPP,62.319012,27.897383,Renewable energy,Bioenergy,energiavirasto.fi
Vaskiluoto 2,Vaskiluodon Voima Oy,Frilundintie 7,65170,Vaasa,Finland,230,Hard coal,Steam turbine,Yes,,CHP/IPP,63.090473,21.555412,Fossil fuels,Hard coal,energiavirasto.fi
Vaskiluoto 3,Pvo-Huippuvoima Oy,Frilundintie 7,65170,Vaasa,Finland,0,Oil,Other ,No,,Standard Utility,63.090473,21.555412,Fossil fuels,Oil,energiavirasto.fi
Vaskiluoto Kt,Fingrid Oyj,PL 530 ( Arkadiakatu 23 B),100,Helsinki,Finland,26,Oil,Other ,No,,Standard Utility,63.090473,21.555412,Fossil fuels,Oil,energiavirasto.fi
Waskiluoto Validation Center,Wärtsilä Finland Oy,Järvikatu 2-4,65100,Vaasa,Finland,5.5,Oil,Other ,No,,Standard Utility,,,Fossil fuels,Oil,energiavirasto.fi
Vatajankoski,Vatajankosken Sähkö Oy,PL 12,38701,Kankaanpää,Finland,0.75,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Vehmaa,Biovakka Suomi Oy,Kalannintie 191,23200,Vehmaa,Finland,1.4,Biomass and biogas,Other ,Yes,,CHP/IPP,,,Renewable energy,Bioenergy,energiavirasto.fi
Veitsiluoto,Stora Enso Oyj,Veitsiluodon tehdas,94800,Kemi,Finland,90,Biomass and biogas,Other ,Yes,,CHP/IPP,65.691141,24.622799,Renewable energy,Bioenergy,energiavirasto.fi
Venetpalo,Vattenfall Sähköntuotanto Oy,Maaistraatinportti 4 A,240,Helsinki,Finland,1.8,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Verla 1 Ja 2,Kss Energia Oy,Paimenpolku 3,45100,Kouvola,Finland,3,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Westenergy Jätteenpolttolaitos, Vaasan Sähkö Oy (Westenergy Oy Ab),PL 26,65101,Vaasa ,Finland,13.2,Mixed fossil fuels,Other ,Yes,,CHP/IPP,,,Fossil fuels,Mixed fossil fuels,energiavirasto.fi
Vihtakoski,Pohjois-Karjalan Sähkö Oy,Rantakatu 29,80100,Joensuu,Finland,1.5,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Viikinmäki,Helsingin Vesi,PL 1100,99,Helsingin kaupunki,Finland,2.7,Biomass and biogas,Other ,Yes,,CHP/IPP,,,Renewable energy,Bioenergy,energiavirasto.fi
Vilppulan Saha,Biokraft Oy,c/o Vapo Oy,40101,PL 22,Finland,2.9,Biomass and biogas,Other ,Yes,,CHP/IPP,,,Renewable energy,Bioenergy,energiavirasto.fi
Voikkaa Ve 1,Upm Energy Oy,Ky-35,45700,Kuusankoski,Finland,8.9,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Voikkaa Ve 2,Upm Energy Oy,Ky-35,45700, Valkeakoski,Finland,24,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Vuolenkoski Ve,Myllykoski Paper Oy,Myllykoskentie 1,46800,Anjalankoski,Finland,9.5,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Vuosaari A,Helsingin Energia,Kampinkuja 2,90,HELEN,Finland,163,Natural gas,Other ,Yes,,CHP/IPP,60.220315,25.169658,Fossil fuels,Natural gas,energiavirasto.fi
Vuosaari B,Helsingin Energia,Kampinkuja 2,90,HELEN,Finland,485,Natural gas,Other ,Yes,,CHP/IPP,60.220315,25.169658,Fossil fuels,Natural gas,energiavirasto.fi
Värnå,Esse Elektro-Kraft Ab,Seinpottvägen 3,68820,Esse,Finland,1.2,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Wärtsilä Tehdas,Wärtsilä Finland Oy,Järvikatu 2-4,65100,Vaasa,Finland,10.4,Oil,Other ,No,,Standard Utility,,,Fossil fuels,Oil,energiavirasto.fi
Vääräkoski,Pohjois-Karjalan Sähkö Oy,Rantakatu 29,80100,Joensuu,Finland,1.8,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Ylivieska,Oy Perhonjoki Ab,Isokatu 8,100,68600 Pietarsaari,Finland,6.2,Biomass and biogas,Other ,Yes,,CHP/IPP,,,Renewable energy,Bioenergy,energiavirasto.fi
Åminnefors,Koskienergia Koskivoima Oy,Kotakennääntie 31,44100,Äänekoski,Finland,1,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Äetsä,Upm Energy Oy,Ky-35,45700,Kuusankoski,Finland,19.7,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Ämmä,"Fortum Power & Heat , Generation",Keilaniementie 1,00048 Fortum,PL 100,Finland,14,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Ämmäkoski,Kainuun Voima Oy,Tehdaskatu 17,87101 Kajaani,PL 302,Finland,1.57,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
Ämmässuo,Helsingin Seudun Ympäristöpalvelut -Kuntayhtymä (Hsy),PL 100,66,HSY,Finland,15.65,Biomass and biogas,Other ,Yes,,CHP/IPP,,,Renewable energy,Bioenergy,energiavirasto.fi
Ämmässuo 2,Helsingin Seudun Ympäristöpalvelut -Kuntayhtymä (Hsy),PL 100,66,HSY,Finland,3.13,Biomass and biogas,Other ,Yes,,CHP/IPP,,,Renewable energy,Bioenergy,energiavirasto.fi
Äänekoski Ht,Äänevoima Oy,PL 200,44101,ÄÄNEKOSKI,Finland,35,Biomass and biogas,Other ,Yes,,CHP/IPP,,,Renewable energy,Bioenergy,energiavirasto.fi
Äänekoski Ve,Metsä Board Oyj,Revontulentie 6,2100,Espoo,Finland,6,Hydro,Other ,No,,Standard Utility,,,Renewable energy,Hydro,energiavirasto.fi
"Äänekoski, Biotuotetehdas",Metsä Fibre,Revontulenpuisto 2 C,2100,Espoo,Finland,280,Biomass and biogas,Other ,Yes,,CHP/IPP,,,Renewable energy,Bioenergy,energiavirasto.fi
Aboño 1,"Edp España, S.A.U.",Street data not available,33007,Carreño,Spain,360,Hard coal,Other ,No,1974,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Aboño 2,"Edp España, S.A.U.",Street data not available,33007,Carreño,Spain,595.17,Hard coal,Other ,No,1985,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Soto Ribera 3,"Edp España, S.A.U.",Street data not available,33007,Ribera de Arriba,Spain,350,Hard coal,Other ,No,1984,Standard Utility,43.313101,-5.875677,Fossil fuels,Hard coal,sede.minetur.gob.es
Trillo,"Iberdrola Generación Nuclear, S.A.U.",Street data not available,28033,Trillo,Spain,1067.49,Nuclear,Other ,No,1988,Standard Utility,40.699986,-2.62482,Nuclear,Nuclear/Other,sede.minetur.gob.es
La Barca 1,"Edp España, S.A.U.",Street data not available,33007,Tineo,Spain,26.8,Hydro,Reservoir,No,1967,Standard Utility,43.320954,-6.303835,Renewable energy,Hydro,sede.minetur.gob.es
La Barca 2,"Edp España, S.A.U.",Street data not available,33007,Tineo,Spain,26.8,Hydro,Reservoir,No,1967,Standard Utility,43.320954,-6.303835,Renewable energy,Hydro,sede.minetur.gob.es
La Barca 3,"Edp España, S.A.U.",Street data not available,33007,Tineo,Spain,2.48,Hydro,Reservoir,No,1974,Standard Utility,43.320954,-6.303835,Renewable energy,Hydro,sede.minetur.gob.es
Florida 1,"Edp España, S.A.U.",Street data not available,33007,Tineo,Spain,1.8,Hydro,Run-of-river,No,1952,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Florida 2,"Edp España, S.A.U.",Street data not available,33007,Tineo,Spain,1.8,Hydro,Run-of-river,No,1952,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Florida 3,"Edp España, S.A.U.",Street data not available,33007,Tineo,Spain,4,Hydro,Run-of-river,No,1957,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Laviana 1,"Edp España, S.A.U.",Street data not available,33007,Laviana,Spain,0.44,Hydro,Run-of-river,No,1905,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Laviana 2,"Edp España, S.A.U.",Street data not available,33007,Laviana,Spain,0.33,Hydro,Run-of-river,No,1905,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Laviana 3,"Edp España, S.A.U.",Street data not available,33007,Laviana,Spain,0.33,Hydro,Run-of-river,No,1905,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
La Malva 1,"Edp España, S.A.U.",Street data not available,33007,Somiedo,Spain,2.26,Hydro,Run-of-river,No,1924,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
La Malva 2,"Edp España, S.A.U.",Street data not available,33007,Somiedo,Spain,2.31,Hydro,Run-of-river,No,1917,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
La Malva 3,"Edp España, S.A.U.",Street data not available,33007,Somiedo,Spain,2.31,Hydro,Run-of-river,No,1917,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
La Malva 4,"Edp España, S.A.U.",Street data not available,33007,Somiedo,Spain,2.26,Hydro,Run-of-river,No,1924,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Miranda 1,"Edp España, S.A.U.",Street data not available,33007,Belmonte de Miranda,Spain,16.2,Hydro,Run-of-river,No,1962,Standard Utility,43.330865,-6.204164,Renewable energy,Hydro,sede.minetur.gob.es
Miranda 2,"Edp España, S.A.U.",Street data not available,33007,Belmonte de Miranda,Spain,16.2,Hydro,Run-of-river,No,1962,Standard Utility,43.330865,-6.204164,Renewable energy,Hydro,sede.minetur.gob.es
Miranda 3,"Edp España, S.A.U.",Street data not available,33007,Belmonte de Miranda,Spain,16.2,Hydro,Run-of-river,No,1962,Standard Utility,43.330865,-6.204164,Renewable energy,Hydro,sede.minetur.gob.es
Miranda 4,"Edp España, S.A.U.",Street data not available,33007,Belmonte de Miranda,Spain,16.2,Hydro,Run-of-river,No,1962,Standard Utility,43.330865,-6.204164,Renewable energy,Hydro,sede.minetur.gob.es
Priañes 1,"Edp España, S.A.U.",Street data not available,33007,Oviedo,Spain,4.25,Hydro,Run-of-river,No,1952,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Priañes 2,"Edp España, S.A.U.",Street data not available,33007,Oviedo,Spain,4.25,Hydro,Run-of-river,No,1952,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Priañes 3,"Edp España, S.A.U.",Street data not available,33007,Oviedo,Spain,10,Hydro,Run-of-river,No,1967,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Proaza 1,"Edp España, S.A.U.",Street data not available,33007,Proaza,Spain,24,Hydro,Run-of-river,No,1968,Standard Utility,43.248745,-6.017272,Renewable energy,Hydro,sede.minetur.gob.es
Proaza 2,"Edp España, S.A.U.",Street data not available,33007,Proaza,Spain,24,Hydro,Run-of-river,No,1968,Standard Utility,43.248745,-6.017272,Renewable energy,Hydro,sede.minetur.gob.es
La Riera 1,"Edp España, S.A.U.",Street data not available,33007,Somiedo,Spain,2.61,Hydro,Run-of-river,No,1946,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
La Riera 2,"Edp España, S.A.U.",Street data not available,33007,Somiedo,Spain,2.61,Hydro,Run-of-river,No,1946,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
La Riera 3,"Edp España, S.A.U.",Street data not available,33007,Somiedo,Spain,2.61,Hydro,Run-of-river,No,1956,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Salime 1,"Edp España, S.A.U.",Street data not available,33007,Grandas de Salime,Spain,32,Hydro,Reservoir,No,1953,Standard Utility,43.237264,-6.847748,Renewable energy,Hydro,sede.minetur.gob.es
Salime 2,"Edp España, S.A.U.",Street data not available,33007,Grandas de Salime,Spain,32,Hydro,Reservoir,No,1954,Standard Utility,43.237264,-6.847748,Renewable energy,Hydro,sede.minetur.gob.es
Salime 3,"Edp España, S.A.U.",Street data not available,33007,Grandas de Salime,Spain,32,Hydro,Reservoir,No,1955,Standard Utility,43.237264,-6.847748,Renewable energy,Hydro,sede.minetur.gob.es
Salime 4,"Edp España, S.A.U.",Street data not available,33007,Grandas de Salime,Spain,32,Hydro,Reservoir,No,1956,Standard Utility,43.237264,-6.847748,Renewable energy,Hydro,sede.minetur.gob.es
Tanes 1,"Edp España, S.A.U.",Street data not available,33007,Sobrescobio,Spain,66.5,Hydro,Pumped storage with natural inflow,No,1978,Standard Utility,43.221202,-5.427926,Renewable energy,Hydro,sede.minetur.gob.es
Tanes 2,"Edp España, S.A.U.",Street data not available,33007,Sobrescobio,Spain,66.5,Hydro,Pumped storage with natural inflow,No,1978,Standard Utility,43.221202,-5.427926,Renewable energy,Hydro,sede.minetur.gob.es
Cn Almaraz 1,"Iberdrola Generación Nuclear, S.A.U.",Street data not available,28033,Almaraz,Spain,1049.43,Nuclear,Other ,No,1983,Standard Utility,39.807631,-5.696131,Nuclear,Nuclear/Other,sede.minetur.gob.es
Cn Almaraz 2,"Iberdrola Generación Nuclear, S.A.U.",Street data not available,28033,Almaraz,Spain,1044.45,Nuclear,Other ,No,1984,Standard Utility,39.807631,-5.696131,Nuclear,Nuclear/Other,sede.minetur.gob.es
Ascó Gr 2,Endesa Generación S.A.,Street data not available,41004,Ascó,Spain,1027.21,Nuclear,Other ,No,1985,Standard Utility,,,Nuclear,Nuclear/Other,sede.minetur.gob.es
Cn Cofrentes,"Iberdrola Generación Nuclear, S.A.U.",Street data not available,28033,Cofrentes,Spain,1092.02,Nuclear,Other ,No,1985,Standard Utility,39.214969,-1.052563,Nuclear,Nuclear/Other,sede.minetur.gob.es
Ct Escombreras 4,Iberdrola Generación Térmica S.L.,Street data not available,48009,Cartagena,Spain,289,Hard coal,Other ,No,1966,Standard Utility,37.571278,-0.945118,Fossil fuels,Hard coal,sede.minetur.gob.es
Ct Escombreras 5,Iberdrola Generación Térmica S.L.,Street data not available,48009,Cartagena,Spain,289,Hard coal,Other ,No,1968,Standard Utility,37.571278,-0.945118,Fossil fuels,Hard coal,sede.minetur.gob.es
Ct Guardo 1,Iberdrola Generación Térmica S.L.,Street data not available,48009,Velilla del Río Carrión,Spain,154.94,Hard coal,Other ,No,1964,Standard Utility,42.816278,-4.852454,Fossil fuels,Hard coal,sede.minetur.gob.es
Ct Guardo 2,Iberdrola Generación Térmica S.L.,Street data not available,48009,Velilla del Río Carrión,Spain,360.7,Hard coal,Other ,No,1984,Standard Utility,42.816278,-4.852454,Fossil fuels,Hard coal,sede.minetur.gob.es
Ct Lada 4,Iberdrola Generación Térmica S.L.,Street data not available,48009,Langreo,Spain,358.4,Hard coal,Other ,No,1981,Standard Utility,43.308109,-5.700788,Fossil fuels,Hard coal,sede.minetur.gob.es
Ct Santurce 1,Iberdrola Generación Térmica S.L.,Street data not available,48009,Santurtzi,Spain,377.26,Hard coal,Other ,No,1969,Standard Utility,43.339096,-3.052938,Fossil fuels,Hard coal,sede.minetur.gob.es
Ct Santurce 2,Iberdrola Generación Térmica S.L.,Street data not available,48009,Santurtzi,Spain,541.67,Hard coal,Other ,No,1972,Standard Utility,43.339096,-3.052938,Fossil fuels,Hard coal,sede.minetur.gob.es
Vandellós Gr 2,Endesa Generación S.A.,Street data not available,41004,Vandellòs i l'Hospitalet de l'Infant,Spain,1087.14,Nuclear,Other ,No,1987,Standard Utility,,,Nuclear,Nuclear/Other,sede.minetur.gob.es
Abaran 1,"Barbo Energías Renovables, S.A.",Street data not available,48014,Abarán,Spain,0.35,Hydro,Run-of-river,No,1931,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Abaran 2,"Barbo Energías Renovables, S.A.",Street data not available,48014,Abarán,Spain,0.46,Hydro,Run-of-river,No,1931,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
"Aceca 1, Ch","Iberdrola Generación, S.A.",Street data not available,48009,Villaseca de la Sagra,Spain,0.12,Hydro,Run-of-river,No,1913,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
"Aceca 2, Ch","Iberdrola Generación, S.A.",Street data not available,48009,Villaseca de la Sagra,Spain,0.4,Hydro,Run-of-river,No,1923,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
"Aceca 3, Ch","Iberdrola Generación, S.A.",Street data not available,48009,Villaseca de la Sagra,Spain,0.28,Hydro,Run-of-river,No,1948,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Acera De La Vega 1,"Iberdrola Generación, S.A.",Street data not available,48009,Fresno del Río,Spain,4.8,Hydro,Run-of-river,No,1987,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Acera De La Vega 2,"Iberdrola Generación, S.A.",Street data not available,48009,Fresno del Río,Spain,4.8,Hydro,Run-of-river,No,1987,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Nª Sª Del Agavanzal 1,"Iberdrola Generación, S.A.",Street data not available,48009,Calzadilla de Tera,Spain,11.46,Hydro,Reservoir,No,1995,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Nª Sª Del Agavanzal 2,"Iberdrola Generación, S.A.",Street data not available,48009,Calzadilla de Tera,Spain,11.47,Hydro,Reservoir,No,1995,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Nª Sª Del Agavanzal 3,"Iberdrola Generación, S.A.",Street data not available,48009,Calzadilla de Tera,Spain,1.53,Hydro,Reservoir,No,1995,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
El Aguila 1,"Iberdrola Generación, S.A.",Street data not available,48009,Ezcaray,Spain,0.24,Hydro,Run-of-river,No,1952,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
El Aguila 2,"Iberdrola Generación, S.A.",Street data not available,48009,Ezcaray,Spain,0.24,Hydro,Run-of-river,No,1952,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Alcala Del Jucar 1,"Barbo Energías Renovables, S.A.",Street data not available,48014,Alcalá del Júcar,Spain,0.53,Hydro,Run-of-river,No,1926,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Alcala Del Jucar 2,"Barbo Energías Renovables, S.A.",Street data not available,48014,Alcalá del Júcar,Spain,0.53,Hydro,Run-of-river,No,1926,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Aldeadavila I 1,"Iberdrola Generación, S.A.",Street data not available,48009,Aldeadávila de la Ribera,Spain,119.7,Hydro,Reservoir,No,1962,Standard Utility,41.209335,-6.686566,Renewable energy,Hydro,sede.minetur.gob.es
Aldeadavila I 2,"Iberdrola Generación, S.A.",Street data not available,48009,Aldeadávila de la Ribera,Spain,134.4,Hydro,Reservoir,No,1962,Standard Utility,41.209335,-6.686566,Renewable energy,Hydro,sede.minetur.gob.es
Aldeadavila I 3,"Iberdrola Generación, S.A.",Street data not available,48009,Aldeadávila de la Ribera,Spain,119.7,Hydro,Reservoir,No,1963,Standard Utility,41.209335,-6.686566,Renewable energy,Hydro,sede.minetur.gob.es
Aldeadavila I 4,"Iberdrola Generación, S.A.",Street data not available,48009,Aldeadávila de la Ribera,Spain,119.7,Hydro,Reservoir,No,1963,Standard Utility,41.209335,-6.686566,Renewable energy,Hydro,sede.minetur.gob.es
Aldeadavila I 5,"Iberdrola Generación, S.A.",Street data not available,48009,Aldeadávila de la Ribera,Spain,119.7,Hydro,Reservoir,No,1963,Standard Utility,41.209335,-6.686566,Renewable energy,Hydro,sede.minetur.gob.es
Aldeadavila I 6,"Iberdrola Generación, S.A.",Street data not available,48009,Aldeadávila de la Ribera,Spain,119.7,Hydro,Reservoir,No,1963,Standard Utility,41.209335,-6.686566,Renewable energy,Hydro,sede.minetur.gob.es
Aldeadavila Ii 1,"Iberdrola Generación, S.A.",Street data not available,48009,Aldeadávila de la Ribera,Spain,217.5,Hydro,Pumped storage with natural inflow,No,1986,Standard Utility,41.209335,-6.686566,Renewable energy,Hydro,sede.minetur.gob.es
Aldeadavila Ii 2,"Iberdrola Generación, S.A.",Street data not available,48009,Aldeadávila de la Ribera,Spain,212.2,Hydro,Pumped storage with natural inflow,No,1986,Standard Utility,41.209335,-6.686566,Renewable energy,Hydro,sede.minetur.gob.es
Alloz 1,"Iberdrola Renovables, S.A.",Street data not available,28033,Valle de Yerri/Deierri,Spain,3.4,Hydro,Reservoir,No,1930,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Alloz 2,"Iberdrola Renovables, S.A.",Street data not available,28033,Valle de Yerri/Deierri,Spain,3.4,Hydro,Reservoir,No,1930,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Almadenes 1,"Iberdrola Generación, S.A.",Street data not available,48009,Cieza,Spain,2.8,Hydro,Run-of-river,No,1923,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Almadenes 2,"Iberdrola Generación, S.A.",Street data not available,48009,Cieza,Spain,2.8,Hydro,Run-of-river,No,1923,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Almadenes 3,"Iberdrola Generación, S.A.",Street data not available,48009,Cieza,Spain,2.8,Hydro,Run-of-river,No,1923,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Almadenes 4,"Iberdrola Generación, S.A.",Street data not available,48009,Cieza,Spain,6,Hydro,Run-of-river,No,1956,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Ambasaguas 1,"Iberdrola Renovables Energia, S.A.",Street data not available,46023,Santa Colomba de Curueño,Spain,0.43,Hydro,Run-of-river,No,1907,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Ambasaguas 2,"Iberdrola Renovables Energia, S.A.",Street data not available,46023,Santa Colomba de Curueño,Spain,0.43,Hydro,Run-of-river,No,1907,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Ambasaguas 3,"Iberdrola Renovables Energia, S.A.",Street data not available,46023,Santa Colomba de Curueño,Spain,0.94,Hydro,Run-of-river,No,1937,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Anguiano 1,"Iberdrola Renovables, S.A.",Street data not available,28033,Anguiano,Spain,1.29,Hydro,Run-of-river,No,1921,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Anguiano 2,"Iberdrola Renovables, S.A.",Street data not available,28033,Anguiano,Spain,1.16,Hydro,Run-of-river,No,1921,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Anguiano 3,"Iberdrola Renovables, S.A.",Street data not available,28033,Anguiano,Spain,1.16,Hydro,Run-of-river,No,1921,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
